@relation litere

@attribute TOTALSES numeric
@attribute W0 numeric
@attribute W1 numeric
@attribute W2 numeric
@attribute W3 numeric
@attribute W4 numeric
@attribute W5 numeric
@attribute W6 numeric
@attribute WEEKENDPCT numeric
@attribute MSG_TOTALSEND numeric
@attribute MSG_TOTALRECV numeric
@attribute MSG_MEANSEND numeric
@attribute MSG_MEANRECV numeric
@attribute MSG_TOTALSEND_WDS numeric
@attribute MSG_TOTALRECV_WDS numeric
@attribute GENDER numeric
@attribute AGE numeric
@attribute TOTALQUEST numeric
@attribute GOODQUEST numeric
@attribute QUESTPERC numeric
@attribute TOTALHW numeric
@attribute MEAN_TOTALHW_GRADE numeric
@attribute MEAN_HOMEWORKS_GRADE numeric

@data
57,5,8,16,9,9,6,4,0.212766,0,3,0,218,0,75,1,32,146,67,45,0,0,0
220,41,32,35,21,44,25,22,0.271676,3,4,105,105,79,64,0,33,1379,1080,78,0,0,0
247,29,35,29,26,41,53,34,0.54375,6,5,55,128,211,104,1,28,1379,1080,78,0,0,0
17,3,6,1,2,3,1,1,0.133333,2,5,2,118,88,106,0,31,1379,1080,78,0,0,0
120,14,16,21,31,19,5,14,0.188119,18,4,147,60,484,71,1,40,1379,1080,78,0,0,0
399,62,75,74,64,52,44,28,0.220183,22,9,181,65,633,156,0,28,1379,1080,78,0,0,0
43,6,14,2,5,3,4,9,0.433333,8,10,0,186,192,209,0,23,1407,890,63,0,0,0
84,18,15,16,19,9,2,5,0.090909,8,6,26,110,207,197,0,35,61,17,27,0,0,0
33,4,6,4,2,10,5,2,0.269231,0,6,0,110,0,197,1,26,61,17,27,0,0,0
168,48,28,20,25,21,18,8,0.183099,53,9,80,171,1459,296,1,36,61,17,27,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,105,0,135,0,26,146,67,45,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,1407,890,63,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,6,0,0,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,0,0,0,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,1,0,0,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,33,4,12,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,146,67,45,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,389,132,33,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,0,0,0,0,0,0
58,6,15,9,8,12,2,6,0.16,8,5,128,188,211,143,1,32,0,0,0,0,0,0
58,4,1,10,20,19,3,1,0.074074,8,3,0,211,176,84,0,45,33,4,12,18,0,0
2,0,0,0,0,1,0,1,1,0,2,0,269,0,61,1,39,33,4,12,0,0,0
237,25,41,35,49,44,26,17,0.221649,5,2,134,269,91,61,0,34,33,4,12,18,0,0
29,6,3,6,6,4,3,1,0.16,0,2,0,269,0,61,1,22,33,4,12,4,0,0
17,1,4,1,2,3,4,2,0.545455,0,3,0,179,0,103,0,30,33,4,12,0,0,0
10,1,1,1,0,5,1,1,0.25,0,2,0,269,0,61,1,24,33,4,12,10,0,0
18,0,0,7,0,2,7,2,1,0,3,0,179,0,103,0,28,33,4,12,0,0,0
3,0,1,0,0,0,2,0,2,0,2,0,269,0,61,1,31,33,4,12,0,0,0
7,0,0,0,0,6,0,1,0.166667,0,2,0,269,0,61,1,24,33,4,12,0,0,0
1,0,0,1,0,0,0,0,0,0,2,0,269,0,61,1,23,33,4,12,0,0,0
17,0,2,0,5,7,3,0,0.214286,0,2,0,269,0,61,1,39,33,4,12,18,0,0
2,0,0,1,1,0,0,0,0,0,2,0,269,0,61,0,24,33,4,12,0,0,0
99,8,17,12,20,19,10,13,0.302632,0,1,0,0,0,38,0,45,33,4,12,18,0,0
65,8,15,9,15,4,10,4,0.27451,45,3,26,179,1062,103,0,52,33,4,12,0,0,0
30,0,4,9,10,2,2,3,0.2,0,3,0,179,0,103,0,24,33,4,12,0,0,0
36,2,3,7,8,9,7,0,0.241379,0,3,0,179,0,103,0,35,33,4,12,20,0,0
15,0,4,0,3,6,0,2,0.153846,0,3,0,179,0,103,1,28,33,4,12,18,0,0
25,2,3,7,6,4,3,0,0.136364,0,3,0,179,0,103,0,45,33,4,12,0,0,0
16,0,0,0,3,3,5,5,1.666667,0,5,0,171,0,131,1,27,389,132,33,4,0,0
20,1,1,6,1,2,6,3,0.818182,0,5,0,171,0,131,0,34,389,132,33,4,0,0
20,1,3,0,2,4,7,3,1,8,5,0,171,184,131,1,42,389,132,33,2,0,0
33,5,2,4,5,13,4,0,0.137931,9,4,0,99,198,104,0,35,389,132,33,6,0,0
0,0,0,0,0,0,0,0,0,0,5,0,183,0,131,1,25,389,132,33,0,0,0
65,16,7,9,15,8,4,6,0.181818,8,5,0,171,168,131,1,27,389,132,33,10,0,0
0,0,0,0,0,0,0,0,0,0,5,0,171,0,131,1,23,389,132,33,0,0,0
317,52,19,18,28,32,74,94,1.127517,1,5,0,171,51,131,1,30,389,132,33,2,0,0
4,1,0,0,1,0,2,0,1,0,5,0,171,0,131,1,28,389,132,33,0,0,0
7,0,0,0,1,3,3,0,0.75,0,5,0,183,0,131,1,31,389,132,33,4,0,0
0,0,0,0,0,0,0,0,0,0,5,0,183,0,131,1,28,389,132,33,0,0,0
5,0,0,1,1,0,2,1,1.5,0,5,0,183,0,131,1,36,389,132,33,4,0,0
0,0,0,0,0,0,0,0,0,0,5,0,171,0,131,1,26,389,132,33,0,0,0
14,0,1,1,1,6,5,0,0.555556,0,5,0,183,0,131,1,30,389,132,33,2,0,0
1,0,0,0,0,1,0,0,0,0,5,0,171,0,131,1,41,389,132,33,2,0,0
122,15,18,15,11,12,21,30,0.71831,0,3,0,61,0,48,0,36,389,132,33,12,0.166667,0.047619
79,11,8,19,23,12,5,1,0.082192,0,3,0,198,0,92,1,44,389,132,33,2,0,0
8,1,0,2,1,2,0,2,0.333333,0,3,0,198,0,92,0,46,389,132,33,2,0,0
70,3,6,16,12,13,17,3,0.4,0,4,0,259,0,101,0,36,389,132,33,12,1.75,0.5
16,3,3,2,2,3,2,1,0.230769,0,4,0,151,0,100,1,49,389,132,33,0,0,0
5,0,0,0,0,0,3,2,0,0,3,0,198,0,92,1,30,389,132,33,0,0,0
1,0,1,0,0,0,0,0,0,0,3,0,198,0,92,1,29,389,132,33,0,0,0
1,0,1,0,0,0,0,0,0,0,3,0,198,0,92,0,23,389,132,33,0,0,0
268,34,26,29,35,46,55,43,0.576471,15,8,114,218,153,158,1,48,389,132,33,14,0,0
0,0,0,0,0,0,0,0,0,0,3,0,198,0,92,1,52,389,132,33,0,0,0
86,9,15,24,12,17,3,6,0.116883,0,3,0,198,0,92,1,42,389,132,33,16,0,0
8,1,2,3,1,1,0,0,0,0,3,0,198,0,92,0,37,389,132,33,0,0,0
44,3,7,6,3,6,12,7,0.76,0,0,0,0,0,0,1,38,389,132,33,4,0,0
10,0,0,0,5,2,2,1,0.428571,28,3,0,198,672,92,0,39,389,132,33,0,0,0
1,0,0,0,0,1,0,0,0,0,3,0,198,0,92,1,32,389,132,33,4,0,0
0,0,0,0,0,0,0,0,0,0,3,0,198,0,92,1,48,389,132,33,0,0,0
2,0,2,0,0,0,0,0,0,0,2,0,97,0,50,1,36,389,132,33,0,0,0
7,1,0,1,1,2,2,0,0.4,0,3,0,198,0,92,1,32,389,132,33,0,0,0
146,17,28,26,15,18,28,14,0.403846,0,2,0,97,0,50,0,48,389,132,33,8,0,0
0,0,0,0,0,0,0,0,0,0,3,0,198,0,92,0,36,389,132,33,0,0,0
26,0,1,0,1,6,11,7,2.25,0,2,0,97,0,50,1,29,389,132,33,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,216,0,130,0,25,33,4,12,0,0,0
3,1,0,0,1,1,0,0,0,0,2,0,97,0,50,0,30,389,132,33,4,0,0
40,4,4,3,5,7,10,7,0.73913,0,3,0,198,0,92,0,24,389,132,33,0,0,0
2,0,0,0,0,0,0,2,0,0,2,0,97,0,50,1,37,389,132,33,0,0,0
4,0,0,0,1,0,2,1,3,0,2,0,97,0,50,1,23,389,132,33,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,97,0,50,0,22,389,132,33,0,0,0
75,4,9,5,11,9,15,22,0.973684,1,1,0,0,2132,27,1,47,389,132,33,4,0,0
12,0,0,1,1,5,3,2,0.714286,0,3,0,198,0,92,1,23,389,132,33,8,0,0
11,5,1,2,1,0,1,1,0.222222,0,5,0,128,0,104,1,35,1379,1080,78,0,0,0
3,0,0,3,0,0,0,0,0,0,6,0,110,0,197,1,35,61,17,27,0,0,0
5,0,0,3,0,1,0,1,0.25,0,4,0,182,0,127,0,24,184,62,33,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,132,0,101,1,28,442,182,41,0,0,0
11,0,0,1,2,4,3,1,0.571429,40,3,9,132,880,101,1,31,442,182,41,0,0,0
116,9,24,18,24,15,18,8,0.288889,0,5,0,180,0,115,1,47,442,182,41,0,0,0
6,1,1,2,0,2,0,0,0,0,5,0,39,0,144,0,37,2153,1257,58,0,0,0
126,26,20,13,8,18,24,17,0.482353,3,7,83,29,89,234,0,44,2153,1257,58,0,0,0
64,15,13,8,2,7,14,5,0.422222,2,6,2,39,45,182,0,20,2153,1257,58,2,0,0
0,0,0,0,0,0,0,0,0,0,5,0,47,0,144,1,22,2153,1257,58,0,0,0
114,23,21,18,13,19,13,7,0.212766,0,4,0,45,0,102,0,38,2153,1257,58,4,10,2
0,0,0,0,0,0,0,0,0,0,5,0,47,0,144,0,39,2153,1257,58,0,0,0
21,3,5,4,5,4,0,0,0,1,6,0,33,34,155,0,24,2153,1257,58,0,0,0
47,6,6,8,8,6,6,7,0.382353,0,1,0,0,0,16,0,21,2153,1257,58,0,0,0
27,4,4,5,1,8,4,1,0.227273,24,5,0,47,696,157,0,41,2153,1257,58,4,10,2
57,9,3,9,3,20,9,4,0.295455,0,6,0,32,0,165,1,26,2153,1257,58,8,4.25,1.7
19,2,3,5,5,3,0,1,0.055556,83,5,79,47,2099,144,0,42,2153,1257,58,0,0,0
18,5,0,2,4,1,1,5,0.5,0,4,0,57,0,119,0,20,2153,1257,58,0,0,0
21,8,1,2,2,7,1,0,0.05,10,5,11,29,255,139,1,23,2153,1257,58,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,47,0,144,0,32,2153,1257,58,0,0,0
77,10,11,10,14,14,7,11,0.305085,16,5,0,47,400,144,1,35,2153,1257,58,0,0,0
24,5,1,4,7,5,1,1,0.090909,6,5,0,47,438,144,1,48,2153,1257,58,0,0,0
45,10,11,4,3,7,5,5,0.285714,22,6,23,32,602,191,1,25,2153,1257,58,0,0,0
76,10,10,21,17,8,6,4,0.151515,0,1,0,0,0,16,0,36,2153,1257,58,4,10,2
0,0,0,0,0,0,0,0,0,0,5,0,47,0,144,0,30,2153,1257,58,0,0,0
190,57,47,35,19,27,3,2,0.027027,24,3,105,60,649,76,0,45,2153,1257,58,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,31,0,70,0,21,226,105,46,0,0,0
126,32,28,22,20,16,6,2,0.067797,165,0,24,0,4536,0,0,51,226,105,46,2,0,0
0,0,0,0,0,0,0,0,0,0,2,0,31,0,70,0,22,226,105,46,0,0,0
15,3,3,2,2,4,1,0,0.071429,0,2,0,31,0,70,0,20,226,105,46,0,0,0
106,29,7,9,13,18,17,13,0.394737,3,2,-45,31,624,70,0,21,226,105,46,0,0,0
91,11,14,8,10,18,9,21,0.491803,10,2,41,31,10059,70,0,22,226,105,46,0,0,0
123,21,14,23,16,24,12,13,0.255102,0,2,0,31,0,70,1,28,226,105,46,0,0,0
99,2,10,11,29,12,19,16,0.546875,3,2,-38,31,309,70,0,22,226,105,46,4,3.5,0.777778
1,1,0,0,0,0,0,0,0,0,2,0,31,0,70,1,20,226,105,46,0,0,0
8,0,0,3,0,2,3,0,0.6,0,2,0,31,0,70,1,34,226,105,46,0,0,0
9,1,0,0,4,1,0,3,0.5,0,2,0,31,0,70,1,24,226,105,46,0,0,0
116,16,15,17,21,23,13,11,0.26087,0,2,0,31,0,70,1,29,226,105,46,4,10,2.222222
107,18,12,22,16,15,14,10,0.289157,0,2,0,31,0,70,1,37,226,105,46,0,0,0
190,23,25,28,23,45,26,20,0.319444,28,4,2,3,699,124,0,28,226,105,46,6,6.333333,2.111111
176,23,22,26,46,21,13,25,0.275362,1,3,0,20,49,127,0,24,226,105,46,6,6.333333,2.111111
5,0,0,1,0,4,0,0,0,1,2,0,31,346,70,1,23,226,105,46,0,0,0
91,11,7,10,22,16,18,7,0.378788,0,2,0,31,0,70,1,21,226,105,46,6,2.333333,0.777778
31,9,4,3,7,6,0,2,0.068966,146,1,6,0,3459,28,0,21,226,105,46,0,0,0
12,2,1,1,4,1,3,0,0.333333,0,2,0,31,0,70,0,33,226,105,46,0,0,0
1,0,0,1,0,0,0,0,0,0,2,0,31,0,70,1,22,226,105,46,0,0,0
31,6,6,6,6,2,2,3,0.192308,26,1,-15,0,634,39,0,22,469,200,42,0,0,0
126,17,15,19,16,26,18,15,0.354839,10,3,58,22,188,112,1,28,469,200,42,4,0,0
0,0,0,0,0,0,0,0,0,0,5,0,21,0,156,1,22,469,200,42,0,0,0
45,11,4,9,4,10,5,2,0.184211,2,3,45,22,54,112,0,20,469,200,42,4,0,0
113,13,14,16,12,32,17,9,0.298851,0,3,0,22,0,112,1,23,469,200,42,0,0,0
71,11,9,17,4,11,8,11,0.365385,4,6,32,29,160,314,1,48,469,200,42,8,0,0
0,0,0,0,0,0,0,0,0,0,3,0,22,0,112,0,27,469,200,42,0,0,0
1,1,0,0,0,0,0,0,0,0,3,0,22,0,112,1,23,469,200,42,0,0,0
64,5,6,11,11,13,11,7,0.391304,0,0,0,0,0,0,1,23,469,200,42,0,0,0
15,2,5,2,1,2,3,0,0.25,660,20,6,0,26524,617,0,21,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,22,0,112,0,32,469,200,42,0,0,0
35,10,3,6,8,2,2,4,0.206897,8,5,0,74,429,193,1,21,469,200,42,0,0,0
14,3,6,2,3,0,0,0,0,76,5,0,3,1764,183,1,35,469,200,42,0,0,0
14,0,2,3,1,5,1,2,0.272727,8,4,0,19,200,141,0,20,469,200,42,0,0,0
22,2,1,3,4,6,4,2,0.375,0,0,0,0,0,0,0,21,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,22,0,112,0,21,469,200,42,0,0,0
119,14,16,22,18,19,21,9,0.337079,19,7,-30,65,543,233,1,34,469,200,42,10,0,0
102,16,13,20,17,14,11,11,0.275,2,3,22,22,118,112,1,33,469,200,42,4,0,0
102,12,13,28,15,13,12,9,0.259259,9,3,0,22,189,112,0,27,469,200,42,4,0,0
6,0,0,1,1,1,3,0,1,0,3,0,22,0,112,1,21,469,200,42,0,0,0
29,2,3,6,8,4,2,4,0.26087,9,3,0,22,216,112,0,28,469,200,42,0,0,0
66,2,3,5,23,16,13,4,0.346939,18,3,-25,22,500,112,0,35,469,200,42,4,0,0
8,0,1,2,1,2,2,0,0.333333,0,3,0,22,0,112,1,47,469,200,42,2,0,0
0,0,0,0,0,0,0,0,0,0,3,0,22,0,112,1,33,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,22,0,112,0,21,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,22,0,112,1,22,469,200,42,0,0,0
49,9,6,10,6,8,5,5,0.25641,1,3,0,22,8,112,1,25,469,200,42,0,0,0
14,4,3,6,1,0,0,0,0,0,5,0,54,0,119,0,35,1407,890,63,0,0,0
12,0,2,1,3,2,3,1,0.5,0,2,0,24,0,82,0,32,1379,1080,78,0,0,0
35,8,4,9,5,4,4,1,0.166667,32,5,0,54,832,119,1,30,1407,890,63,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,54,0,119,1,29,1407,890,63,0,0,0
4,1,0,1,2,0,0,0,0,0,2,0,31,0,68,1,31,146,67,45,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,31,0,68,0,24,146,67,45,0,0,0
28,5,1,6,8,0,5,3,0.4,2,2,13,31,79,68,1,30,146,67,45,2,0,0
3,0,0,2,0,0,1,0,0.5,0,1,0,0,0,42,1,27,389,132,33,0,0,0
182,26,31,32,24,19,29,21,0.378788,6,2,0,0,102,14,0,45,442,182,41,0,0,0
5,0,0,1,1,2,0,1,0.25,0,2,0,38,0,51,0,27,148,50,33,0,0,0
41,4,7,5,12,10,3,0,0.078947,0,1,0,0,0,42,0,34,148,50,33,2,0,0
14,1,8,2,2,0,1,0,0.076923,0,1,0,0,0,42,1,27,148,50,33,0,0,0
16,0,0,0,0,7,5,4,1.285714,0,1,0,0,0,42,1,30,148,50,33,2,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,23,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,57,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,21,148,50,33,0,0,0
20,0,2,1,1,9,5,2,0.538462,1,1,0,0,71,42,1,20,148,50,33,2,0,0
31,3,1,4,9,5,7,2,0.409091,1,1,0,0,4,42,1,21,148,50,33,2,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,29,148,50,33,0,0,0
2,0,0,1,0,1,0,0,0,0,1,0,0,0,42,1,36,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,148,50,33,0,0,0
10,0,0,0,2,7,1,0,0.111111,0,1,0,0,0,42,1,31,148,50,33,0,0,0
3,0,1,1,0,0,1,0,0.5,0,1,0,0,0,42,1,22,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,21,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,20,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,43,148,50,33,0,0,0
10,4,4,1,1,0,0,0,0,0,1,0,0,0,42,1,38,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,40,148,50,33,0,0,0
2,0,0,0,0,2,0,0,0,0,1,0,0,0,42,0,22,148,50,33,0,0,0
15,0,6,2,4,3,0,0,0,12,1,-64,0,108,21,0,21,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,24,148,50,33,0,0,0
2,0,0,1,1,0,0,0,0,0,1,0,0,0,42,0,31,148,50,33,0,0,0
65,8,6,21,16,11,2,1,0.048387,0,1,0,0,0,42,0,43,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,26,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,20,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,21,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,32,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,25,148,50,33,0,0,0
34,3,6,10,6,2,6,1,0.259259,0,0,0,0,0,0,1,36,148,50,33,2,0,0
19,7,8,2,0,2,0,0,0,0,1,0,0,0,42,0,50,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,23,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,26,148,50,33,0,0,0
2,1,0,0,0,1,0,0,0,0,1,0,0,0,42,1,22,148,50,33,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,42,1,25,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,23,148,50,33,0,0,0
11,3,5,2,1,0,0,0,0,0,1,0,0,0,42,1,45,148,50,33,0,0,0
105,10,20,17,21,13,4,20,0.296296,0,3,0,12,0,93,0,47,148,50,33,2,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,24,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,26,148,50,33,0,0,0
18,2,1,1,6,3,4,1,0.384615,1,1,0,0,68,42,0,26,148,50,33,4,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,21,148,50,33,0,0,0
2,0,0,0,0,0,2,0,0,0,1,0,0,0,42,1,21,148,50,33,0,0,0
7,1,2,1,1,2,0,0,0,0,1,0,0,0,42,1,45,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,24,148,50,33,0,0,0
11,1,3,4,1,1,0,1,0.1,8,1,0,0,168,42,1,22,148,50,33,0,0,0
5,0,0,1,0,0,4,0,4,0,1,0,0,0,42,1,23,148,50,33,2,0,0
18,2,2,1,1,7,3,2,0.384615,0,1,0,0,0,42,1,25,148,50,33,0,0,0
6,0,4,0,0,0,2,0,0.5,0,1,0,0,0,42,0,21,148,50,33,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,42,0,38,148,50,33,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,1379,1080,78,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,0,0,0,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,0,0,0,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,2,0,0,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,184,62,33,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,61,17,27,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,442,182,41,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,0,0,0,0,0,0
33,2,9,4,5,6,3,4,0.269231,0,4,0,70,0,132,1,39,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,54,0,119,0,23,1407,890,63,0,0,0
2,0,2,0,0,0,0,0,0,0,5,0,40,0,119,1,34,1407,890,63,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,54,0,119,1,23,1407,890,63,0,0,0
41,7,8,4,2,10,7,3,0.322581,0,2,0,24,0,82,0,26,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,0,2,0,24,0,82,0,27,1379,1080,78,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,24,0,82,0,27,1379,1080,78,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,42,1,27,146,67,45,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,31,0,68,1,22,146,67,45,0,0,0
12,1,6,0,1,0,2,2,0.5,10,2,0,31,322,68,0,26,146,67,45,16,0,0
2,1,1,0,0,0,0,0,0,0,2,0,31,0,68,1,24,146,67,45,0,0,0
16,4,1,0,4,3,1,3,0.333333,66,5,0,41,1683,145,1,23,146,67,45,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,31,0,68,1,21,146,67,45,0,0,0
7,1,1,0,3,2,0,0,0,1,1,0,0,27,42,1,26,146,67,45,0,0,0
1,0,0,1,0,0,0,0,0,0,4,0,36,0,139,0,25,61,17,27,0,0,0
16,2,2,3,4,1,4,0,0.333333,7,3,0,47,182,108,0,28,61,17,27,0,0,0
15,2,1,3,5,3,0,1,0.071429,0,4,0,36,0,139,1,34,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,25,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,4,0,36,0,139,1,28,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,4,0,21,0,117,0,25,61,17,27,0,0,0
22,0,8,4,4,1,4,1,0.294118,0,2,0,24,0,82,0,32,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,42,0,24,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,0,2,0,24,0,82,1,25,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,0,2,0,24,0,82,0,25,1379,1080,78,0,0,0
2,0,1,0,0,0,0,1,1,0,2,0,24,0,82,0,30,1379,1080,78,0,0,0
9,4,3,1,0,0,0,1,0.125,8,2,0,24,216,82,1,26,1379,1080,78,0,0,0
8,0,3,3,1,1,0,0,0,0,2,0,24,0,82,0,33,1379,1080,78,0,0,0
2,0,2,0,0,0,0,0,0,0,2,0,24,0,82,1,25,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,0,2,0,24,0,82,1,24,1379,1080,78,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,27,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,25,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,27,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,0,24,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,24,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,0,25,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,32,61,17,27,0,0,0
3,1,0,2,0,0,0,0,0,0,3,0,47,0,108,1,25,61,17,27,0,0,0
4,2,0,2,0,0,0,0,0,0,3,0,47,0,108,0,24,61,17,27,0,0,0
3,0,2,1,0,0,0,0,0,0,3,0,47,0,108,1,37,61,17,27,0,0,0
19,3,4,6,1,3,1,1,0.117647,1,3,0,47,88,108,0,24,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,0,29,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,47,0,108,1,31,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,0,23,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,0,23,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,0,24,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,0,29,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,1,30,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,3,0,82,0,104,1,33,184,62,33,0,0,0
4,0,2,1,0,0,1,0,0.333333,0,1,0,0,0,42,1,29,442,182,41,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,1,25,442,182,41,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,2153,1257,58,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,11,1,9,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,0,0,0,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,226,105,46,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,72,9,12,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,469,200,42,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,148,50,33,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,0,0,0,0,0,0
55,7,9,9,11,9,2,8,0.222222,0,1,0,0,0,16,1,39,0,0,0,0,0,0
