@relation 'litere-weka.filters.unsupervised.attribute.Remove-R1-2,11,18-19-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O7.3-E8.7-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-weka.filters.unsupervised.attribute.Remove-R21'

@attribute TOTALSES numeric
@attribute W0 numeric
@attribute W1 numeric
@attribute W2 numeric
@attribute W3 numeric
@attribute W4 numeric
@attribute W5 numeric
@attribute W6 numeric
@attribute MSG_TOTALSEND numeric
@attribute MSG_TOTALRECV numeric
@attribute MSG_MEANSEND numeric
@attribute MSG_MEANRECV numeric
@attribute MSG_TOTALSEND_WDS numeric
@attribute MSG_TOTALRECV_WDS numeric
@attribute TOTALQUEST numeric
@attribute GOODQUEST numeric
@attribute QUESTPERC numeric
@attribute TOTALHW numeric
@attribute MEAN_TOTALHW_GRADE numeric
@attribute MEAN_HOMEWORKS_GRADE numeric

@data
2,0,0,0,0,1,0,1,0,2,0,269,0,61,33,4,12,0,0,0
237,25,41,35,49,44,26,17,5,2,134,269,91,61,33,4,12,18,0,0
29,6,3,6,6,4,3,1,0,2,0,269,0,61,33,4,12,4,0,0
17,1,4,1,2,3,4,2,0,3,0,179,0,103,33,4,12,0,0,0
10,1,1,1,0,5,1,1,0,2,0,269,0,61,33,4,12,10,0,0
18,0,0,7,0,2,7,2,0,3,0,179,0,103,33,4,12,0,0,0
3,0,1,0,0,0,2,0,0,2,0,269,0,61,33,4,12,0,0,0
7,0,0,0,0,6,0,1,0,2,0,269,0,61,33,4,12,0,0,0
1,0,0,1,0,0,0,0,0,2,0,269,0,61,33,4,12,0,0,0
17,0,2,0,5,7,3,0,0,2,0,269,0,61,33,4,12,18,0,0
2,0,0,1,1,0,0,0,0,2,0,269,0,61,33,4,12,0,0,0
99,8,17,12,20,19,10,13,0,1,0,0,0,38,33,4,12,18,0,0
65,8,15,9,15,4,10,4,45,3,26,179,1062,103,33,4,12,0,0,0
30,0,4,9,10,2,2,3,0,3,0,179,0,103,33,4,12,0,0,0
36,2,3,7,8,9,7,0,0,3,0,179,0,103,33,4,12,20,0,0
15,0,4,0,3,6,0,2,0,3,0,179,0,103,33,4,12,18,0,0
25,2,3,7,6,4,3,0,0,3,0,179,0,103,33,4,12,0,0,0
16,0,0,0,3,3,5,5,0,5,0,171,0,131,389,132,33,4,0,0
20,1,1,6,1,2,6,3,0,5,0,171,0,131,389,132,33,4,0,0
20,1,3,0,2,4,7,3,8,5,0,171,184,131,389,132,33,2,0,0
33,5,2,4,5,13,4,0,9,4,0,99,198,104,389,132,33,6,0,0
0,0,0,0,0,0,0,0,0,5,0,183,0,131,389,132,33,0,0,0
65,16,7,9,15,8,4,6,8,5,0,171,168,131,389,132,33,10,0,0
0,0,0,0,0,0,0,0,0,5,0,171,0,131,389,132,33,0,0,0
317,52,19,18,28,32,74,94,1,5,0,171,51,131,389,132,33,2,0,0
4,1,0,0,1,0,2,0,0,5,0,171,0,131,389,132,33,0,0,0
7,0,0,0,1,3,3,0,0,5,0,183,0,131,389,132,33,4,0,0
0,0,0,0,0,0,0,0,0,5,0,183,0,131,389,132,33,0,0,0
5,0,0,1,1,0,2,1,0,5,0,183,0,131,389,132,33,4,0,0
0,0,0,0,0,0,0,0,0,5,0,171,0,131,389,132,33,0,0,0
14,0,1,1,1,6,5,0,0,5,0,183,0,131,389,132,33,2,0,0
1,0,0,0,0,1,0,0,0,5,0,171,0,131,389,132,33,2,0,0
122,15,18,15,11,12,21,30,0,3,0,61,0,48,389,132,33,12,0.166667,0.047619
79,11,8,19,23,12,5,1,0,3,0,198,0,92,389,132,33,2,0,0
8,1,0,2,1,2,0,2,0,3,0,198,0,92,389,132,33,2,0,0
70,3,6,16,12,13,17,3,0,4,0,259,0,101,389,132,33,12,1.75,0.5
16,3,3,2,2,3,2,1,0,4,0,151,0,100,389,132,33,0,0,0
5,0,0,0,0,0,3,2,0,3,0,198,0,92,389,132,33,0,0,0
1,0,1,0,0,0,0,0,0,3,0,198,0,92,389,132,33,0,0,0
1,0,1,0,0,0,0,0,0,3,0,198,0,92,389,132,33,0,0,0
0,0,0,0,0,0,0,0,0,3,0,198,0,92,389,132,33,0,0,0
86,9,15,24,12,17,3,6,0,3,0,198,0,92,389,132,33,16,0,0
8,1,2,3,1,1,0,0,0,3,0,198,0,92,389,132,33,0,0,0
44,3,7,6,3,6,12,7,0,0,0,0,0,0,389,132,33,4,0,0
1,0,0,0,0,1,0,0,0,3,0,198,0,92,389,132,33,4,0,0
0,0,0,0,0,0,0,0,0,3,0,198,0,92,389,132,33,0,0,0
2,0,2,0,0,0,0,0,0,2,0,97,0,50,389,132,33,0,0,0
7,1,0,1,1,2,2,0,0,3,0,198,0,92,389,132,33,0,0,0
146,17,28,26,15,18,28,14,0,2,0,97,0,50,389,132,33,8,0,0
0,0,0,0,0,0,0,0,0,3,0,198,0,92,389,132,33,0,0,0
26,0,1,0,1,6,11,7,0,2,0,97,0,50,389,132,33,0,0,0
0,0,0,0,0,0,0,0,0,4,0,216,0,130,33,4,12,0,0,0
3,1,0,0,1,1,0,0,0,2,0,97,0,50,389,132,33,4,0,0
40,4,4,3,5,7,10,7,0,3,0,198,0,92,389,132,33,0,0,0
2,0,0,0,0,0,0,2,0,2,0,97,0,50,389,132,33,0,0,0
4,0,0,0,1,0,2,1,0,2,0,97,0,50,389,132,33,0,0,0
0,0,0,0,0,0,0,0,0,2,0,97,0,50,389,132,33,0,0,0
75,4,9,5,11,9,15,22,1,1,0,0,2132,27,389,132,33,4,0,0
12,0,0,1,1,5,3,2,0,3,0,198,0,92,389,132,33,8,0,0
11,5,1,2,1,0,1,1,0,5,0,128,0,104,1379,1080,78,0,0,0
3,0,0,3,0,0,0,0,0,6,0,110,0,197,61,17,27,0,0,0
5,0,0,3,0,1,0,1,0,4,0,182,0,127,184,62,33,0,0,0
1,0,0,1,0,0,0,0,0,3,0,132,0,101,442,182,41,0,0,0
11,0,0,1,2,4,3,1,40,3,9,132,880,101,442,182,41,0,0,0
116,9,24,18,24,15,18,8,0,5,0,180,0,115,442,182,41,0,0,0
6,1,1,2,0,2,0,0,0,5,0,39,0,144,2153,1257,58,0,0,0
126,26,20,13,8,18,24,17,3,7,83,29,89,234,2153,1257,58,0,0,0
64,15,13,8,2,7,14,5,2,6,2,39,45,182,2153,1257,58,2,0,0
0,0,0,0,0,0,0,0,0,5,0,47,0,144,2153,1257,58,0,0,0
114,23,21,18,13,19,13,7,0,4,0,45,0,102,2153,1257,58,4,10,2
0,0,0,0,0,0,0,0,0,5,0,47,0,144,2153,1257,58,0,0,0
21,3,5,4,5,4,0,0,1,6,0,33,34,155,2153,1257,58,0,0,0
47,6,6,8,8,6,6,7,0,1,0,0,0,16,2153,1257,58,0,0,0
27,4,4,5,1,8,4,1,24,5,0,47,696,157,2153,1257,58,4,10,2
57,9,3,9,3,20,9,4,0,6,0,32,0,165,2153,1257,58,8,4.25,1.7
19,2,3,5,5,3,0,1,83,5,79,47,2099,144,2153,1257,58,0,0,0
18,5,0,2,4,1,1,5,0,4,0,57,0,119,2153,1257,58,0,0,0
21,8,1,2,2,7,1,0,10,5,11,29,255,139,2153,1257,58,0,0,0
0,0,0,0,0,0,0,0,0,5,0,47,0,144,2153,1257,58,0,0,0
77,10,11,10,14,14,7,11,16,5,0,47,400,144,2153,1257,58,0,0,0
24,5,1,4,7,5,1,1,6,5,0,47,438,144,2153,1257,58,0,0,0
76,10,10,21,17,8,6,4,0,1,0,0,0,16,2153,1257,58,4,10,2
0,0,0,0,0,0,0,0,0,5,0,47,0,144,2153,1257,58,0,0,0
0,0,0,0,0,0,0,0,0,2,0,31,0,70,226,105,46,0,0,0
126,32,28,22,20,16,6,2,165,0,24,0,4536,0,226,105,46,2,0,0
0,0,0,0,0,0,0,0,0,2,0,31,0,70,226,105,46,0,0,0
15,3,3,2,2,4,1,0,0,2,0,31,0,70,226,105,46,0,0,0
91,11,14,8,10,18,9,21,10,2,41,31,10059,70,226,105,46,0,0,0
123,21,14,23,16,24,12,13,0,2,0,31,0,70,226,105,46,0,0,0
99,2,10,11,29,12,19,16,3,2,-38,31,309,70,226,105,46,4,3.5,0.777778
1,1,0,0,0,0,0,0,0,2,0,31,0,70,226,105,46,0,0,0
8,0,0,3,0,2,3,0,0,2,0,31,0,70,226,105,46,0,0,0
9,1,0,0,4,1,0,3,0,2,0,31,0,70,226,105,46,0,0,0
116,16,15,17,21,23,13,11,0,2,0,31,0,70,226,105,46,4,10,2.222222
107,18,12,22,16,15,14,10,0,2,0,31,0,70,226,105,46,0,0,0
190,23,25,28,23,45,26,20,28,4,2,3,699,124,226,105,46,6,6.333333,2.111111
176,23,22,26,46,21,13,25,1,3,0,20,49,127,226,105,46,6,6.333333,2.111111
5,0,0,1,0,4,0,0,1,2,0,31,346,70,226,105,46,0,0,0
91,11,7,10,22,16,18,7,0,2,0,31,0,70,226,105,46,6,2.333333,0.777778
31,9,4,3,7,6,0,2,146,1,6,0,3459,28,226,105,46,0,0,0
12,2,1,1,4,1,3,0,0,2,0,31,0,70,226,105,46,0,0,0
1,0,0,1,0,0,0,0,0,2,0,31,0,70,226,105,46,0,0,0
126,17,15,19,16,26,18,15,10,3,58,22,188,112,469,200,42,4,0,0
0,0,0,0,0,0,0,0,0,5,0,21,0,156,469,200,42,0,0,0
45,11,4,9,4,10,5,2,2,3,45,22,54,112,469,200,42,4,0,0
113,13,14,16,12,32,17,9,0,3,0,22,0,112,469,200,42,0,0,0
71,11,9,17,4,11,8,11,4,6,32,29,160,314,469,200,42,8,0,0
0,0,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
1,1,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
64,5,6,11,11,13,11,7,0,0,0,0,0,0,469,200,42,0,0,0
15,2,5,2,1,2,3,0,660,20,6,0,26524,617,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
35,10,3,6,8,2,2,4,8,5,0,74,429,193,469,200,42,0,0,0
14,3,6,2,3,0,0,0,76,5,0,3,1764,183,469,200,42,0,0,0
14,0,2,3,1,5,1,2,8,4,0,19,200,141,469,200,42,0,0,0
22,2,1,3,4,6,4,2,0,0,0,0,0,0,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
102,16,13,20,17,14,11,11,2,3,22,22,118,112,469,200,42,4,0,0
102,12,13,28,15,13,12,9,9,3,0,22,189,112,469,200,42,4,0,0
6,0,0,1,1,1,3,0,0,3,0,22,0,112,469,200,42,0,0,0
29,2,3,6,8,4,2,4,9,3,0,22,216,112,469,200,42,0,0,0
8,0,1,2,1,2,2,0,0,3,0,22,0,112,469,200,42,2,0,0
0,0,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
0,0,0,0,0,0,0,0,0,3,0,22,0,112,469,200,42,0,0,0
49,9,6,10,6,8,5,5,1,3,0,22,8,112,469,200,42,0,0,0
14,4,3,6,1,0,0,0,0,5,0,54,0,119,1407,890,63,0,0,0
12,0,2,1,3,2,3,1,0,2,0,24,0,82,1379,1080,78,0,0,0
35,8,4,9,5,4,4,1,32,5,0,54,832,119,1407,890,63,0,0,0
0,0,0,0,0,0,0,0,0,5,0,54,0,119,1407,890,63,0,0,0
4,1,0,1,2,0,0,0,0,2,0,31,0,68,146,67,45,0,0,0
0,0,0,0,0,0,0,0,0,2,0,31,0,68,146,67,45,0,0,0
28,5,1,6,8,0,5,3,2,2,13,31,79,68,146,67,45,2,0,0
3,0,0,2,0,0,1,0,0,1,0,0,0,42,389,132,33,0,0,0
182,26,31,32,24,19,29,21,6,2,0,0,102,14,442,182,41,0,0,0
5,0,0,1,1,2,0,1,0,2,0,38,0,51,148,50,33,0,0,0
41,4,7,5,12,10,3,0,0,1,0,0,0,42,148,50,33,2,0,0
14,1,8,2,2,0,1,0,0,1,0,0,0,42,148,50,33,0,0,0
16,0,0,0,0,7,5,4,0,1,0,0,0,42,148,50,33,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
20,0,2,1,1,9,5,2,1,1,0,0,71,42,148,50,33,2,0,0
31,3,1,4,9,5,7,2,1,1,0,0,4,42,148,50,33,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
2,0,0,1,0,1,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,50,33,0,0,0
10,0,0,0,2,7,1,0,0,1,0,0,0,42,148,50,33,0,0,0
3,0,1,1,0,0,1,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
10,4,4,1,1,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
2,0,0,0,0,2,0,0,0,1,0,0,0,42,148,50,33,0,0,0
15,0,6,2,4,3,0,0,12,1,-64,0,108,21,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
2,0,0,1,1,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
65,8,6,21,16,11,2,1,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
34,3,6,10,6,2,6,1,0,0,0,0,0,0,148,50,33,2,0,0
19,7,8,2,0,2,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
2,1,0,0,0,1,0,0,0,1,0,0,0,42,148,50,33,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
11,3,5,2,1,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
105,10,20,17,21,13,4,20,0,3,0,12,0,93,148,50,33,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
18,2,1,1,6,3,4,1,1,1,0,0,68,42,148,50,33,4,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,42,148,50,33,0,0,0
7,1,2,1,1,2,0,0,0,1,0,0,0,42,148,50,33,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,42,148,50,33,0,0,0
11,1,3,4,1,1,0,1,8,1,0,0,168,42,148,50,33,0,0,0
5,0,0,1,0,0,4,0,0,1,0,0,0,42,148,50,33,2,0,0
18,2,2,1,1,7,3,2,0,1,0,0,0,42,148,50,33,0,0,0
6,0,4,0,0,0,2,0,0,1,0,0,0,42,148,50,33,0,0,0
1,0,0,0,0,1,0,0,0,1,0,0,0,42,148,50,33,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,1379,1080,78,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,0,0,0,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,0,0,0,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,2,0,0,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,184,62,33,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,61,17,27,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,442,182,41,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,0,0,0,0,0,0
33,2,9,4,5,6,3,4,0,4,0,70,0,132,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,54,0,119,1407,890,63,0,0,0
2,0,2,0,0,0,0,0,0,5,0,40,0,119,1407,890,63,0,0,0
0,0,0,0,0,0,0,0,0,5,0,54,0,119,1407,890,63,0,0,0
41,7,8,4,2,10,7,3,0,2,0,24,0,82,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
0,0,0,0,0,0,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,42,146,67,45,0,0,0
0,0,0,0,0,0,0,0,0,2,0,31,0,68,146,67,45,0,0,0
12,1,6,0,1,0,2,2,10,2,0,31,322,68,146,67,45,16,0,0
2,1,1,0,0,0,0,0,0,2,0,31,0,68,146,67,45,0,0,0
16,4,1,0,4,3,1,3,66,5,0,41,1683,145,146,67,45,0,0,0
0,0,0,0,0,0,0,0,0,2,0,31,0,68,146,67,45,0,0,0
7,1,1,0,3,2,0,0,1,1,0,0,27,42,146,67,45,0,0,0
1,0,0,1,0,0,0,0,0,4,0,36,0,139,61,17,27,0,0,0
16,2,2,3,4,1,4,0,7,3,0,47,182,108,61,17,27,0,0,0
15,2,1,3,5,3,0,1,0,4,0,36,0,139,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,4,0,36,0,139,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,4,0,21,0,117,61,17,27,0,0,0
22,0,8,4,4,1,4,1,0,2,0,24,0,82,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,42,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
2,0,1,0,0,0,0,1,0,2,0,24,0,82,1379,1080,78,0,0,0
9,4,3,1,0,0,0,1,8,2,0,24,216,82,1379,1080,78,0,0,0
8,0,3,3,1,1,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
2,0,2,0,0,0,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
1,0,1,0,0,0,0,0,0,2,0,24,0,82,1379,1080,78,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
3,1,0,2,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
4,2,0,2,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
3,0,2,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
19,3,4,6,1,3,1,1,1,3,0,47,88,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,3,0,47,0,108,61,17,27,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,42,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,42,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,42,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,42,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,42,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,3,0,82,0,104,184,62,33,0,0,0
4,0,2,1,0,0,1,0,0,1,0,0,0,42,442,182,41,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,42,442,182,41,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,2153,1257,58,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,11,1,9,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,0,0,0,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,226,105,46,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,72,9,12,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,469,200,42,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,148,50,33,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,0,0,0,0,0,0
55,7,9,9,11,9,2,8,0,1,0,0,0,16,0,0,0,0,0,0
