@relation final-weka.filters.unsupervised.attribute.Remove-R1

@attribute course numeric
@attribute n_assignment numeric
@attribute n_assignment_a numeric
@attribute n_assignment_s numeric
@attribute n_messages numeric
@attribute n_posts numeric
@attribute n_read numeric
@attribute n_quiz numeric
@attribute n_quiz_a numeric
@attribute n_quiz_s numeric
@attribute n_messages_ap numeric
@attribute total_time_assignment numeric
@attribute total_time_quiz numeric
@attribute total_time_forum numeric
@attribute nota numeric

@data
218,11,0,11,0,0,0,6,5,1,0,966,2282,1036,2.5
218,11,0,11,0,0,0,5,5,0,0,2160,2566,1198,3.5
218,11,0,11,0,0,0,4,3,1,0,332,1330,568,5.5
218,11,0,11,0,1,0,8,8,0,0,987,2606,0,5.5
218,10,0,10,0,0,0,2,2,0,0,599,700,2180,3.75
218,11,0,11,0,0,0,4,4,0,0,294,1345,909,7.5
218,0,0,0,0,4,0,6,5,1,0,0,2237,2800,0
218,0,0,0,0,0,0,4,4,0,0,0,2422,2671,3.5
218,10,0,10,0,1,0,5,4,1,0,212,1537,2149,0
218,0,0,0,0,0,0,0,0,0,0,0,0,307,0
218,7,0,7,0,2,0,0,0,0,0,1162,251,524,0
218,11,0,11,0,0,0,9,9,0,0,294,2449,314,5.5
218,0,0,0,0,0,0,0,0,0,0,0,392,449,1.5
218,10,0,10,0,2,0,3,2,1,0,675,2030,3541,3.5
218,11,0,11,0,2,0,4,3,1,0,794,1345,3091,3.5
218,11,0,11,0,0,0,7,6,1,0,264,2469,2010,5.5
218,10,0,10,0,0,0,6,6,0,0,504,1692,4,6
218,11,0,11,0,0,0,2,2,0,0,535,1191,1461,2
218,0,0,0,0,0,0,0,0,0,0,0,352,863,2.5
218,11,0,11,0,6,0,6,6,0,0,398,2049,3042,7.5
218,0,0,0,0,0,0,0,0,0,0,0,133,201,0
218,10,0,10,0,0,0,5,1,4,0,130,1870,107,4
218,11,0,11,0,1,0,7,7,0,0,587,1843,2859,8
218,11,0,11,0,1,0,7,6,1,0,1213,3118,0,6.75
218,11,0,11,0,0,0,8,5,3,0,659,2141,844,1
218,0,0,0,0,0,0,4,3,1,0,212,1279,660,3.25
218,10,0,10,0,0,0,2,2,0,0,0,601,937,4
218,11,0,11,0,3,0,9,7,2,0,374,4601,4826,2
218,11,0,11,0,0,0,5,1,4,0,754,0,1378,0
218,0,0,0,0,0,0,1,0,1,0,0,770,258,0
218,9,0,9,0,0,0,0,0,0,0,856,203,1365,0
218,0,0,0,0,0,0,0,0,0,0,0,34,633,0
218,11,0,11,0,0,0,4,4,0,0,787,1255,1636,3
218,0,0,0,0,0,0,1,0,1,0,0,684,243,0
218,10,0,10,0,0,0,1,1,0,0,828,229,255,0
218,10,0,10,0,1,0,3,2,1,0,332,1897,2144,0
218,0,0,0,0,0,0,4,2,2,0,0,3126,480,0
218,11,0,11,0,1,0,7,7,0,0,259,2324,1982,5.5
218,11,0,11,0,0,0,2,1,1,0,424,1623,2279,5
218,11,0,11,0,0,0,3,3,0,0,2035,1399,693,4
218,0,0,0,0,2,0,0,0,0,0,0,0,998,5
218,11,0,11,0,1,0,7,7,0,0,337,2496,2214,5.5
218,10,0,10,0,0,0,6,6,0,0,416,2104,1494,3.25
218,11,0,11,0,0,0,5,5,0,0,1612,2003,1218,2.5
218,0,0,0,0,0,0,0,0,0,0,84,354,1306,0
218,10,0,10,0,0,0,5,3,2,0,750,2162,950,5
218,11,0,11,0,1,0,7,6,1,0,217,2713,0,3
